# ALPHA = 0.5
# NUMBER_OF_TESTS = 11

# _SET1_  VARIABLE = Astrocytes (set)
# _SET1_  NGENES = 288
# _SET1_  P-VALUE = 0.0203568
_SET1_   GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   GDAP1          8   75227618   75289345    298      49  272892      0.54894      0.30719    5.6534e-05      0.54889
_SET4_   ZFHX4          8   77558515   77789521    894      96  252220       1.7731     0.059715    5.6534e-05        1.773
_SET4_   PKIA           8   79393336   79527502    494      60  266705       3.1924    0.0011196    5.6534e-05       3.1924
_SET4_   ZC2HC1A        8   79543282   79642000    423      40  266475       1.1095       0.1435    5.6534e-05       1.1094
_SET4_   STMN2          8   80488049   80588410    446      60  284380   -0.0018263      0.52822    5.6534e-05   -0.0018829
_SET4_   ZNF704         8   81530686   81822016   1000      74  198353      -1.0712      0.89666    5.6534e-05      -1.0712
_SET4_   PAG1           8   81870045   82059303    847     129  241933      -1.1529      0.91937    5.6534e-05      -1.1529
_SET4_   ZFAND1         8   82603566   82668539    326      34  297415     -0.87797      0.81792    5.6534e-05     -0.87802
_SET4_   RALYL          8   85060453   85844079   3238     136  232829     -0.30804      0.70435    5.6534e-05      -0.3081
_SET4_   WWP1           8   87319965   87490181    755      47  285659      -1.1549      0.87277    5.6534e-05       -1.155
_SET4_   CPNE3          8   87491656   87583726    423      53  296867     -0.76122      0.78347    5.6534e-05     -0.76128
_SET4_   MMP16          8   89039460   89374717   1419     123  249735       1.6252     0.080992    5.6534e-05       1.6251
_SET4_   DECR1          8   90978580   91074232    418      45  241195      0.23001      0.44472    5.6534e-05      0.22996
_SET4_   PIP4P2         8   91996499   92088203    328      53  237770      -1.1035      0.88971    5.6534e-05      -1.1036
_SET4_   RUNX1T1        8   92957195   93150454    509      46  190457     -0.46901      0.71916    5.6534e-05     -0.46907
_SET4_   TMEM67         8   94732072   94841462    331      74  155744      0.27254      0.49755    5.6534e-05      0.27248
_SET4_   INTS8          8   95800518   95902721    506      48  263222    -0.091711      0.56137    5.6534e-05    -0.091768
_SET4_   NDUFAF6        8   96002209   96125685    556      55  262375      0.21069       0.4379    5.6534e-05      0.21063
_SET4_   PTDSS1         8   97239167   97356774    469      81  183191      0.25704      0.48148    5.6534e-05      0.25698
_SET4_   MTDH           8   98621375   98752488    549      56  210095       1.3052      0.12038    5.6534e-05       1.3052
_SET4_   NIPAL2         8   99192054   99342444    633     101  249541       2.5429    0.0094728    5.6534e-05       2.5429
_SET4_   VPS13B         8   99990299  100900447   2867      57  252539     -0.11294      0.56056    5.6534e-05       -0.113
_SET4_   COX6C          8  100880223  100941242    192      48  249963      0.75742      0.28013    5.6534e-05      0.75736
_SET4_   SPAG1          8  101135263  101264132    478      45  221242     -0.72671      0.77931    5.6534e-05     -0.72677
_SET4_   RNF19A         8  101259285  101383446    496      49  251729     -0.96881      0.84377    5.6534e-05     -0.96887
_SET4_   ANKRD46        8  101511980  101607014    433      75  233640     -0.25623      0.66541    5.6534e-05     -0.25629
_SET4_   PABPC1         8  101705144  101769969    290      35  218965       2.4513    0.0085821    5.6534e-05       2.4512
_SET4_   YWHAZ          8  101920804  102000717    373      47  221835     -0.10449      0.58672    5.6534e-05     -0.10454
_SET4_   ZNF706         8  102199266  102253292    242      49  158500     -0.15961      0.64903    5.6534e-05     -0.15967
_SET4_   UBR5           8  103254501  103459947    969      72  254502       1.1762      0.14784    5.6534e-05       1.1762
_SET4_   AZIN1          8  103828536  103911905    437      48  230615     -0.32032      0.65284    5.6534e-05     -0.32038
_SET4_   ATP6V1C1       8  103998248  104095285    511      49  280672      -0.2113      0.58864    5.6534e-05     -0.21136
_SET4_   RIMS2          8  104477426  105276656   3936      69  286347     -0.81767      0.78894    5.6534e-05     -0.81772
_SET4_   LRP12          8  105491459  105636252    709      42  163027      0.18285      0.48506    5.6534e-05      0.18279
_SET4_   ZFPM2          8  106295917  106826767   2118     202  255109     -0.22985      0.72697    5.6534e-05     -0.22991
_SET4_   OXR1           8  107247406  107774922   2231     137  290868       -1.423      0.94648    5.6534e-05      -1.4231
_SET4_   EIF3E          8  109203972  109295959    456      41  272185      0.52097      0.29135    5.6534e-05      0.52092
_SET4_   SYBU           8  110576405  110739020    750      65  234568        3.073    0.0016036    5.6534e-05        3.073
_SET4_   CSMD3          8  113225157  114484242   5178     155  267629     -0.63221      0.79776    5.6534e-05     -0.63226
_SET4_   EIF3H          8  117647055  117803258    613      51  240858      0.50513      0.33735    5.6534e-05      0.50507
_SET4_   UTP23          8  117743742  117802449    219      42  267939      0.86869      0.21977    5.6534e-05      0.86863
_SET4_   RAD21          8  117848173  117922105    331      34  288302      0.94339      0.17534    5.6534e-05      0.94334
_SET4_   EXT1           8  118801602  119159058   1618     135  231001     -0.21442      0.67585    5.6534e-05     -0.21448
_SET4_   SAMD12         8  119191694  119669184   2253     193  258256      0.79474      0.32294    5.6534e-05      0.79468
_SET4_   TAF2           8  120733014  120880074    681      47  314441      -0.7159      0.75341    5.6534e-05     -0.71595
_SET4_   TMEM65         8  125313159  125419940    609      47  235564        2.275     0.014028    5.6534e-05       2.2749
_SET4_   TATDN1         8  125490735  125586329    507      64  255596     -0.88505      0.83805    5.6534e-05      -0.8851
_SET4_   MTSS1          8  125553025  125775730   1447     153  275062      0.91173      0.25499    5.6534e-05      0.91167
_SET4_   NSMCE2         8  126069083  126389367   1329     114  267018      0.44199      0.40698    5.6534e-05      0.44194
_SET4_   CYRIB          8  130841839  131063897    949      98  225646       2.0215      0.03287    5.6534e-05       2.0215
_SET4_   ASAP1          8  131054350  131490906   2192      68  294001       1.6971     0.046144    5.6534e-05       1.6971
_SET4_   ADCY8          8  131782546  132088012   1761     116  266254       -1.426      0.94341    5.6534e-05       -1.426
_SET4_   EFR3A          8  132881356  133035889    828      60  266443     -0.52022      0.71637    5.6534e-05     -0.52028
_SET4_   KCNQ3          8  133123105  133528004   2203     189  299381      0.32209      0.48959    5.6534e-05      0.32204
_SET4_   LRRC6          8  133574201  133722863    603      69  236024       -1.031      0.87911    5.6534e-05      -1.0311
_SET4_   PHF20L1        8  133752604  133871052    489      41  267991     -0.78033      0.77466    5.6534e-05     -0.78039
_SET4_   KHDRBS3        8  136434702  136679068   1123      75  228719       2.1896     0.019586    5.6534e-05       2.1896
_SET4_   FAM135B        8  139132266  139544065   2295     252  263149      -1.6797      0.98407    5.6534e-05      -1.6798
_SET4_   TRAPPC9        8  140730324  141503678   4018     321  248011      0.58831      0.47545    5.6534e-05      0.58825
_SET4_   PTK2           8  141658481  142046412   1509      56  197895     0.022139      0.50321    5.6534e-05     0.022083
_SET4_   ADGRB1         8  143510377  143636369    670     134  205901     -0.29137      0.73517    5.6534e-05     -0.29143
_SET4_   LY6H           8  144229331  144277053    258      39  238667      -1.4832      0.93809    5.6534e-05      -1.4833
_SET4_   PLEC           8  144979321  145085913    528      39  210306       1.9923      0.02413    5.6534e-05       1.9923
_SET4_   GRINA          8  145029226  145077596    191      35  224463       1.9464     0.029933    5.6534e-05       1.9463
_SET4_   MROH1          8  145167919  145326843    392      58  169996     0.073076      0.56439    5.6534e-05      0.07302
_SET4_   KIFC2          8  145656432  145709499    310      60  147079     -0.97541       0.8805    5.6534e-05     -0.97547
_SET4_   CYHR1          8  145665315  145726031    312      56  137827     -0.32859      0.70631    5.6534e-05     -0.32865
_SET4_   ZNF251         8  145936294  146016285    364      62  157247      0.46446      0.39491    5.6534e-05      0.46441
_SET4_   WASHC1         9       4469      64739     37      10    5266      0.61306      0.36348    5.6534e-05      0.61301
_SET4_   SMARCA2        9    1980342    2203624   1405     192  261022      0.76262      0.35336    5.6534e-05      0.76256
_SET4_   PUM3           9    2794152    2879130    477      82  200256      0.32816      0.45426    5.6534e-05      0.32811
_SET4_   RFX3           9    3208297    3560992   1897     126  196074     -0.18895       0.6921    5.6534e-05     -0.18901
_SET4_   GLIS3          9    3814128    4335036   3718     317  264396      0.84979      0.36794    5.6534e-05      0.84973
_SET4_   SLC1A1         9    4455427    4597469    889     142  237877       -1.242      0.93469    5.6534e-05      -1.2421
_SET4_   SPATA6L        9    4543386    4701674   1038     127  256156      0.43181      0.41802    5.6534e-05      0.43175
_SET4_   AK3            9    4699556    4777043    607      88  242680       1.7223      0.05689    5.6534e-05       1.7222
_SET4_   JAK2           9    4950245    5139948    974      65  221018      0.78336        0.239    5.6534e-05       0.7833
_SET4_   RIC1           9    5594031    5786557   1009      84  233725       1.2207      0.14191    5.6534e-05       1.2206
_SET4_   ERMP1          9    5774572    5868081    501      64  231722       1.3399      0.11133    5.6534e-05       1.3398
_SET4_   KIAA2026       9    5909008    6043479    626      46  196576      0.49643       0.3454    5.6534e-05      0.49637
_SET4_   UHRF2          9    6378151    6517054    684      64  228916      0.11165      0.50997    5.6534e-05      0.11159
_SET4_   KDM4C          9    6685863    7185648   3443     194  289631      0.24329      0.52137    5.6534e-05      0.24323
_SET4_   PTPRD          9    8304246   10647723  16443     683  273731      0.34431       0.5451    5.6534e-05      0.34426
_SET4_   MPDZ           9   13095700   13314660    836     115  190724      0.91953       0.2661    5.6534e-05      0.91948
_SET4_   ZDHHC21        9   14601069   14728480    794      82  291721       1.5774     0.069375    5.6534e-05       1.5774
_SET4_   TTC39B         9   15160842   15342358   1058     133  263610      0.90226      0.25543    5.6534e-05       0.9022
_SET4_   SNAPC3         9   15387694   15476747    448      46  307287     0.081352      0.48948    5.6534e-05     0.081295
_SET4_   PSIP1          9   15454064   15546003    481      57  214689     -0.30892      0.68316    5.6534e-05     -0.30898
_SET4_   CCDC171        9   15517872   15981897   2366      57  228215      -1.1407      0.86976    5.6534e-05      -1.1407
_SET4_   CNTLN          9   17099989   17513921   2574      71  246016      0.75324      0.23858    5.6534e-05      0.75319
_SET4_   SH3GL2         9   17543953   17807122   1865     122  286931       5.6054   2.5865e-08    5.6534e-05       5.6054
_SET4_   DENND4C        9   19195763   19384137    901      60  268413    -0.093343      0.55452    5.6534e-05    -0.093399
_SET4_   MLLT3          9   20331663   20657514   1456     147  175158      0.23981      0.54246    5.6534e-05      0.23975
_SET4_   FOCAD          9   20623309   21005954   1821      94  254386     -0.87536      0.83631    5.6534e-05     -0.87542
_SET4_   ELAVL2         9   23680097   23861342    983     110  222363      -1.7018      0.97435    5.6534e-05      -1.7018
_SET4_   C9orf72        9   27536543   27608864    412      70  289660      0.21187      0.44888    5.6534e-05      0.21181
_SET4_   LINGO2         9   27938084   29247998   7895     312  268686      0.31586      0.55973    5.6534e-05       0.3158
_SET4_   ACO1           9   32349601   32460834    539      73  256738       -0.622      0.77001    5.6534e-05     -0.62205
_SET4_   DNAJA1         9   32990209   33049905    364      25  335837       1.1907       0.1011    5.6534e-05       1.1906
_SET4_   NFX1           9   33255418   33381155    447      68  172271     -0.11923      0.64449    5.6534e-05     -0.11929
_SET4_   UBE2R2         9   33782162   33930401    654      49  261865      0.89534      0.19597    5.6534e-05      0.89528
_SET4_   UBAP2          9   33911691   34083947    784      43  289280       1.2832     0.094425    5.6534e-05       1.2831
_SET4_   UBAP1          9   34144003   34262521    472      52  243940       1.8982     0.033168    5.6534e-05       1.8981
_SET4_   FAM219A        9   34388182   34493568    418      53  249588       1.3708      0.10185    5.6534e-05       1.3708
_SET4_   VCP            9   35046065   35107739    231      53  237771     -0.33818      0.68829    5.6534e-05     -0.33824
_SET4_   RUSC2          9   35455007   35571895    407      76  219525      0.38876      0.42724    5.6534e-05      0.38871
_SET4_   RECK           9   36001910   36134452    584      60  297682       2.6326    0.0048523    5.6534e-05       2.6326
_SET4_   CLTA           9   36155853   36222059    290      46  289459    -0.099957      0.56386    5.6534e-05     -0.10001
_SET4_   RNF38          9   36326395   36522568    784      57  174687      -1.3408      0.93223    5.6534e-05      -1.3408
_SET4_   ZCCHC7         9   37085161   37368146    835      60  209949      0.58358      0.31079    5.6534e-05      0.58353
_SET4_   DCAF10         9   37765551   37877666    458      36  289514     0.020078      0.48497    5.6534e-05     0.020021
_SET4_   CNTNAP3B       9   43649885   43932476      2       1    2137      -1.7346      0.97416    5.6534e-05      -1.7347
_SET4_   CBWD5          9   70422004   70525171      2       1    2790     -0.25252      0.72339    5.6534e-05     -0.25258
_SET4_   PIP5K1B        9   71285188   71634092   1668     112  226153      -2.0198      0.98634    5.6534e-05      -2.0199
_SET4_   APBA1          9   72032448   72322275   1114      89  266777     0.075934      0.51692    5.6534e-05     0.075878
_SET4_   PTAR1          9   72314438   72409916    361      58  220492     -0.15255      0.61506    5.6534e-05     -0.15261
_SET4_   SMC5           9   72838878   72979789    623      43  288458     -0.30284      0.62794    5.6534e-05      -0.3029
_SET4_   TRPM3          9   73133979   74096782   4833     222  273448       1.6457       0.1005    5.6534e-05       1.6456
_SET4_   ZFAND5         9   74956341   75015163    246      44  253812      -1.6812      0.95886    5.6534e-05      -1.6813
_SET4_   VPS13A         9   79757269   80042399   1547      61  257527      0.85198      0.20904    5.6534e-05      0.85193
_SET4_   GNAQ           9   80325189   80681219   1347      77  210962     -0.49961      0.73523    5.6534e-05     -0.49967
_SET4_   CEP78          9   80815978   80896799    307      47  293838     -0.51893      0.72275    5.6534e-05     -0.51898
_SET4_   FRMD3          9   85847905   86188348   1882     158  308743      0.41337      0.42081    5.6534e-05      0.41331
_SET4_   UBQLN1         9   86264878   86358168    457      49  249278       0.8477      0.20778    5.6534e-05      0.84764
_SET4_   GKAP1          9   86344336   86479431    486      43  230625      0.66263      0.26232    5.6534e-05      0.66258
_SET4_   KIF27          9   86441613   86571428    455      43  224094      0.71989      0.25936    5.6534e-05      0.71983
_SET4_   HNRNPK         9   86572998   86630692    195      45  207289       1.2737      0.12794    5.6534e-05       1.2737
_SET4_   NTRK2          9   87248417   87651985   1918     159  259706      0.57587      0.38891    5.6534e-05      0.57581
_SET4_   AGTPBP1        9   88151454   88391944   1080      44  281264      0.07538      0.47856    5.6534e-05     0.075323
_SET4_   NAA35          9   88521009   88648350    542      50  173321      -0.7218      0.81631    5.6534e-05     -0.72185
_SET4_   GOLM1          9   88619018   88750116    674      64  232606       1.7488     0.052594    5.6534e-05       1.7487
_SET4_   TUT7           9   88892648   89004402    411      48  253168       1.1157      0.14079    5.6534e-05       1.1157
_SET4_   DAPK1          9   90077601   90333566   1599     160  245302      0.32894       0.4759    5.6534e-05      0.32889
_SET4_   SPIN1          9   90967584   91103623    624      36  171739      -0.3011      0.66358    5.6534e-05     -0.30116
_SET4_   SHC3           9   91610686   91828682   1010      87  274373     -0.30572      0.67626    5.6534e-05     -0.30578
_SET4_   SECISBP2       9   91898394   91984561    376      56  252397      -1.9215      0.98108    5.6534e-05      -1.9216
_SET4_   AUH            9   93966097   94159215    821      56  260430       1.0746       0.1634    5.6534e-05       1.0746
_SET4_   SPTLC1         9   94783416   94912756    729      61  268113       1.5163     0.080435    5.6534e-05       1.5162
_SET4_   IARS1          9   94962489   95091038    508      39  266665      0.11437      0.46995    5.6534e-05      0.11431
_SET4_   CENPP          9   95052741   95387446   1386      50  271135      0.39643      0.34822    5.6534e-05      0.39637
_SET4_   WNK2           9   95911437   96092854    964      85  258177     -0.25123      0.65192    5.6534e-05     -0.25129
_SET4_   FAM120A        9   96179173   96338397    750      52  289636       1.2386      0.11087    5.6534e-05       1.2385
_SET4_   AOPEP          9   97453886   97859500   1817      65  227039       1.2513      0.12602    5.6534e-05       1.2513
_SET4_   ERCC6L2        9   98602900   98741122    586      46  266897      0.22975      0.41969    5.6534e-05      0.22969
_SET4_   HABP4          9   99177414   99263618    296      33  244640       0.4022      0.37399    5.6534e-05      0.40214
_SET4_   ZNF782         9   99568754   99731169    537      43  105758     -0.10053      0.62042    5.6534e-05     -0.10059
_SET4_   XPA            9  100427191  100494691    304      28  203154     -0.23432      0.60453    5.6534e-05     -0.23438
_SET4_   GABBR2         9  101040364  101506479   2598     235  285101   -0.0096441      0.66953    5.6534e-05   -0.0097007
_SET4_   ANKS6          9  101484291  101593794    432      46  218821     -0.84362      0.83146    5.6534e-05     -0.84368
_SET4_   ERP44          9  102731461  102896330    529      46  243479     -0.78022      0.79106    5.6534e-05     -0.78027
_SET4_   INVS           9  102826467  103073908    885      51  261327      -1.0535      0.85551    5.6534e-05      -1.0535
_SET4_   PLPPR1         9  103756031  104097417   1835     122  262576     -0.66254      0.79829    5.6534e-05     -0.66259
_SET4_   PGAP4          9  104225442  104284475    331      62  277383       -1.084      0.88581    5.6534e-05       -1.084
_SET4_   GRIN3A         9  104321634  104535862   1148      61  308016     -0.15627      0.55314    5.6534e-05     -0.15632
_SET4_   FSD1L          9  108175077  108324714    555      69  245296      -1.1755      0.90751    5.6534e-05      -1.1756
_SET4_   FKTN           9  108285411  108413399    414      55  245224     -0.88781      0.84371    5.6534e-05     -0.88786
_SET4_   ZNF462         9  109587469  109785525    706     106  199687    -0.046957      0.63397    5.6534e-05    -0.047014
_SET4_   RAD23B         9  110010517  110104475    447      46  281600     -0.23126      0.60607    5.6534e-05     -0.23132
_SET4_   ELP1           9  111619800  111731608    614      47  330578     0.036829      0.47382    5.6534e-05     0.036772
_SET4_   TMEM245        9  111767415  111917225    781      53  330431       1.6822     0.045084    5.6534e-05       1.6822
_SET4_   FRRS1L         9  111889581  111964571    390      57  321433       1.6288     0.056752    5.6534e-05       1.6287
_SET4_   EPB41L4B       9  111924254  112118021    923     141  248893      0.31611      0.48412    5.6534e-05      0.31605
_SET4_   PALM2AKAP2     9  112507577  112944792   2335     214  272683       1.2237      0.20225    5.6534e-05       1.2236
_SET4_   ECPAS          9  114112973  114282025    740      61  244554     -0.23037      0.63394    5.6534e-05     -0.23043
_SET4_   ZNF483         9  114252439  114350124    508      65  268839       1.2102      0.13712    5.6534e-05       1.2101
_SET4_   PTGR1          9  114302002  114397135    529      72  299630       1.5154     0.078653    5.6534e-05       1.5153
_SET4_   UGCG           9  114624206  114707649    612      59  302568      0.97824      0.17448    5.6534e-05      0.97819
_SET4_   SUSD1          9  114793061  114972577    856     109  253456      0.50561      0.36754    5.6534e-05      0.50555
_SET4_   PTBP3          9  114969995  115130944    735      38  270954     -0.84589      0.78105    5.6534e-05     -0.84594
_SET4_   KIAA1958       9  115214248  115437587    925      74  265148      0.37939      0.39863    5.6534e-05      0.37933
_SET4_   FKBP15         9  115917800  116018641    487      53  339993      -1.5453      0.93563    5.6534e-05      -1.5453
_SET4_   ZNF618         9  116603562  116828875   1114     114  235849    -0.011165       0.5811    5.6534e-05    -0.011221
_SET4_   ATP6V1G1       9  117314994  117371152    329      46  301755     -0.18224      0.58983    5.6534e-05      -0.1823
_SET4_   ASTN2          9  119177504  120212317   5455     280  258099      -1.4519      0.97351    5.6534e-05       -1.452
_SET4_   BRINP1         9  121918907  122166739   1021     120  240134     -0.14763       0.6407    5.6534e-05     -0.14768
_SET4_   CDK5RAP2       9  123141147  123377448    673      74  220905      0.30304      0.45814    5.6534e-05      0.30298
_SET4_   CNTRL          9  123802170  123949888    563      45  258302     -0.44418       0.6768    5.6534e-05     -0.44423
_SET4_   RAB14          9  123930415  123999365    278      57  225684      -0.8997      0.85353    5.6534e-05     -0.89976
_SET4_   RC3H2          9  125596835  125702562    348      52  249323      0.98342      0.20653    5.6534e-05      0.98336
_SET4_   RABGAP1        9  125668288  125877147    678      70  235390      0.96734      0.21891    5.6534e-05      0.96728
_SET4_   STRBP          9  125868338  126065855    600      77  206140     -0.19952      0.66656    5.6534e-05     -0.19958
_SET4_   DENND1A        9  126131933  126727423   2624     125  248961     0.033096      0.57982    5.6534e-05     0.033039
_SET4_   PSMB7          9  127105744  127212752    361      67  228325     -0.61809      0.78555    5.6534e-05     -0.61815
_SET4_   NR6A1          9  127269554  127568589    898      77  104315     -0.36441      0.73574    5.6534e-05     -0.36446
_SET4_   SCAI           9  127694887  127940838    906      71  211695      0.52339      0.33941    5.6534e-05      0.52333
_SET4_   GAPVD1         9  127989073  128137290    532      49  187337       1.1695      0.14016    5.6534e-05       1.1694
_SET4_   MAPKAP1        9  128189673  128504513   1329      69  181976       2.5819    0.0073948    5.6534e-05       2.5818
_SET4_   ZBTB43         9  129532285  129610489    284      42  120514       1.5583     0.094129    5.6534e-05       1.5582
_SET4_   RALGPS1        9  129642053  129995445   1224      71  231445     -0.70698      0.78309    5.6534e-05     -0.70703
_SET4_   GARNL3         9  129951750  130165828    667      90  236575       1.0952      0.17849    5.6534e-05       1.0951
_SET4_   LRSAM1         9  130178765  130275780    405      37  252913        1.529     0.061674    5.6534e-05        1.529
_SET4_   STXBP1         9  130339486  130464995    425      52  173222      -0.7211       0.8229    5.6534e-05     -0.72115
_SET4_   DNM1           9  130930634  131027528    396      68  238039     -0.21126      0.64462    5.6534e-05     -0.21132
_SET4_   GOLGA2         9  131008108  131073286    248      58  215876     -0.50166      0.76626    5.6534e-05     -0.50171
_SET4_   SLC27A4        9  131067839  131133749    259      48  215775     -0.34046      0.70577    5.6534e-05     -0.34052
_SET4_   SPTAN1         9  131279837  131405944    392      63  188841      0.24596      0.49294    5.6534e-05       0.2459
_SET4_   ZER1           9  131482065  131569220    319      46  181361      -1.7823      0.97553    5.6534e-05      -1.7824
_SET4_   KYAT1          9  131585392  131679354    455      43  190721     -0.66517      0.79277    5.6534e-05     -0.66523
_SET4_   PTPA           9  131838183  131921225    486      41  161044      0.29251      0.43248    5.6534e-05      0.29245
_SET4_   USP20          9  132562696  132654121    711      36  339091       1.3158     0.084769    5.6534e-05       1.3158
_SET4_   FNBP1          9  132639458  132840473   1061      70  286918      -1.7043      0.96521    5.6534e-05      -1.7043
_SET4_   GPR107         9  132780985  132912448    709      62  284037      -1.8955      0.97624    5.6534e-05      -1.8956
_SET4_   NCS1           9  132899857  133009583    745      99  252827     -0.95465      0.87191    5.6534e-05      -0.9547
_SET4_   FUBP3          9  133419954  133523739    548      64  236885       1.3234      0.11192    5.6534e-05       1.3234
_SET4_   ABL1           9  133553266  133773062   1140      90  229004       1.0367      0.19537    5.6534e-05       1.0367
_SET4_   NUP214         9  133965948  134120057    606      65  255289     -0.64793      0.78241    5.6534e-05     -0.64798
_SET4_   PRRC2B         9  134270477  134385584    492      52  201655      -1.2258       0.9176    5.6534e-05      -1.2259
_SET4_   RAPGEF1        9  134442157  134650364   1011      66  249536      0.57201      0.30475    5.6534e-05      0.57195
_SET4_   MED27          9  134725497  134990274    957     111  200440      0.86913      0.27482    5.6534e-05      0.86907
_SET4_   SETX           9  135126827  135267113    752      56  274982     -0.98367      0.85819    5.6534e-05     -0.98373
_SET4_   TSC1           9  135756735  135855094    513      61  221349      0.91304      0.22164    5.6534e-05      0.91299
_SET4_   OLFM1          9  137932089  138023030    762     102  283673      0.42884      0.38739    5.6534e-05      0.42878
_SET4_   KCNT1          9  138559031  138694993   1029     116  229274     -0.74263       0.8397    5.6534e-05     -0.74269
_SET4_   CAMSAP1        9  138690333  138834060    666      87  198733      0.39454      0.43694    5.6534e-05      0.39449
_SET4_   RABL6          9  139667374  139745639    364      57  177841      0.25365      0.46001    5.6534e-05      0.25359
_SET4_   DPP7           9  139994992  140044204    310      33  184132      -1.1691      0.89806    5.6534e-05      -1.1691
_SET4_   GRIN1          9  139998609  140073214    393      52  180433      -1.3362      0.93202    5.6534e-05      -1.3363
_SET4_   TUBB4B         9  140100711  140148159    238      71  225972       0.8521      0.26887    5.6534e-05      0.85205
_SET4_   EXD3           9  140191346  140352714    870     158  181616      -1.8523      0.98796    5.6534e-05      -1.8524
_SET4_   MRPL41         9  140411309  140457007    196      84  156603      -1.4824      0.96764    5.6534e-05      -1.4824
_SET4_   EHMT1          9  140478444  140740579   1241      94  205099      0.66581      0.32289    5.6534e-05      0.66575
_SET4_   CACNA1B        9  140737241  141029076   1295     105  203003     -0.72848      0.83221    5.6534e-05     -0.72854
_SET4_   ZMYND11       10     145405     310577    626      61  218213      -1.8029      0.97329    5.6534e-05      -1.8029
_SET4_   DIP2C         10     310130     770621   2717      81  188175      -1.7122      0.96983    5.6534e-05      -1.7123
_SET4_   LARP4B        10     842854    1012645    750      63  251931     -0.26851      0.63637    5.6534e-05     -0.26857
_SET4_   WDR37         10    1060423    1188237    752      78  233304     -0.23401      0.64798    5.6534e-05     -0.23407
_SET4_   ADARB2        10    1213253    1814670   3950     350  260022       1.0723      0.28796    5.6534e-05       1.0722
_SET4_   PFKP          10    3074667    3188997   1102     142  286545     -0.50973      0.76557    5.6534e-05     -0.50979
_SET4_   TASOR2        10    5691801    5817742    711      76  243531      -0.3938       0.6987    5.6534e-05     -0.39386
_SET4_   GDI2          10    5797186    5890512    481      64  242982     -0.66134      0.78535    5.6534e-05      -0.6614
_SET4_   ANKRD16       10    5893593    5966860    497      48  278578     -0.27619      0.61333    5.6534e-05     -0.27625
_SET4_   FBH1          10    5896535    5989558    647      63  264854    -0.085451       0.5613    5.6534e-05    -0.085508
_SET4_   RBM17         10    6095949    6169422    454      80  271676        1.005      0.19853    5.6534e-05       1.0049
_SET4_   SFMBT2        10    7190586    7488448   1776     154  272327     -0.47724      0.77384    5.6534e-05     -0.47729
_SET4_   ATP5F1C       10    7795093    7859764    377      50  252729      -1.3672      0.92476    5.6534e-05      -1.3672
_SET4_   TAF3          10    7825467    8067016   1273      82  267857     -0.35854      0.67144    5.6534e-05      -0.3586
_SET4_   CELF2         10   10803851   11388674   3285     252  251692     0.060889       0.6656    5.6534e-05     0.060832
_SET4_   UPF2          10   11952021   12120169    927      61  287402      -0.3626      0.65723    5.6534e-05     -0.36265
_SET4_   SEC61A2       10   12136640   12221957    397      48  285770      -0.4766      0.69074    5.6534e-05     -0.47666
_SET4_   NUDT5         10   12199573   12273143    346      74  236346      0.13984      0.51089    5.6534e-05      0.13979
_SET4_   CAMK1D        10   12356583   12881735   3461     302  245794       1.3341       0.2082    5.6534e-05       1.3341
_SET4_   CCDC3         10   12928625   13176762   1594     183  295797      0.52281      0.40827    5.6534e-05      0.52276
_SET4_   OPTN          10   13106425   13190291    417      75  280474     0.033853      0.52923    5.6534e-05     0.033796
_SET4_   FRMD4A        10   13675706   14407866   5005     362  256213      -1.9813      0.99349    5.6534e-05      -1.9814
_SET4_   NMT2          10   15137771   15245703    652      93  266897      -0.6029      0.78846    5.6534e-05     -0.60296
_SET4_   MINDY3        10   15810173   15937519    537      24  149206      0.65431      0.29006    5.6534e-05      0.65426
_SET4_   RSU1          10   16622615   16894509   1593     166  239016     -0.06266      0.65288    5.6534e-05    -0.062717
_SET4_   STAM          10   17651124   17768823    684      54  317775      -1.3426      0.91379    5.6534e-05      -1.3426
_SET4_   CACNB2        10   18394373   18840688   2865     215  272843     -0.30483      0.75126    5.6534e-05     -0.30488
_SET4_   NSUN6         10   18824264   18983180    939      56  276372     -0.36121      0.63861    5.6534e-05     -0.36127
_SET4_   PLXDC2        10   20070118   20585199   3099     158  305012      0.21293      0.50086    5.6534e-05      0.21288
_SET4_   NEBL          10   21058900   21498116   2154     158  231131       1.1653      0.19499    5.6534e-05       1.1653
_SET4_   MLLT10        10   21778540   22042559    699     104  163413      -2.2218      0.99447    5.6534e-05      -2.2218
_SET4_   DNAJC1        10   22035477   22327679    965      77  220915      -1.2466      0.92378    5.6534e-05      -1.2466
_SET4_   KIAA1217      10   23948675   24846772   4508     284  249394     -0.17227      0.75671    5.6534e-05     -0.17233
_SET4_   GPR158        10   25429290   25901158   2766     123  291605      -1.0369      0.88347    5.6534e-05       -1.037
_SET4_   GAD2          10   26470236   26603491    679      38  262980       2.1385     0.016783    5.6534e-05       2.1385
_SET4_   ABI1          10   27025525   27185016    862      56  243696    -0.029702      0.52933    5.6534e-05    -0.029758
_SET4_   ANKRD26       10   27274054   27424427    819      39  284209     0.033175      0.47944    5.6534e-05     0.033119
_SET4_   YME1L1        10   27389040   27478349    507      32  311703      0.33562      0.34554    5.6534e-05      0.33556
