# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE         CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
RPUSD2        15   40826503   40876666    254      24  301054     0.068654    5.6534e-05     0.068598
KNL1          15   40851447   40964881    471      39  281855    -0.059385    5.6534e-05    -0.059442
RAD51         15   40952327   41034356    329      44  253001     -0.13186    5.6534e-05     -0.13192
RMDN3         15   41018085   41082458    231      51  221398      -0.1793    5.6534e-05     -0.17935
GCHFR         15   41021285   41069911    176      47  221960      -0.3018    5.6534e-05     -0.30186
C15orf62      15   41027159   41074647    171      47  225038     -0.24735    5.6534e-05      -0.2474
DNAJC17       15   41050067   41134676    311      43  238567     -0.41259    5.6534e-05     -0.41265
ZFYVE19       15   41064274   41116767    200      41  234908     -0.20189    5.6534e-05     -0.20194
PPP1R14D      15   41097643   41156283    248      51  265581     -0.61598    5.6534e-05     -0.61604
SPINT1        15   41101246   41159853    254      42  254252     -0.76603    5.6534e-05     -0.76609
VPS18         15   41151628   41206173    227      42  221916     -0.74138    5.6534e-05     -0.74144
RHOV          15   41154412   41201487    199      36  227225     -0.75972    5.6534e-05     -0.75978
DLL4          15   41186531   41241258    211      56  174665      0.24699    5.6534e-05      0.24693
CHAC1         15   41210636   41258717    244      52  185989     -0.17217    5.6534e-05     -0.17222
INO80         15   41261078   41443340    903      38  125353     -0.29493    5.6534e-05     -0.29499
EXD1          15   41464926   41557955    496      35  294968      -1.4989    5.6534e-05      -1.4989
CHP1          15   41488341   41584085    493      48  280688      -1.3593    5.6534e-05      -1.3593
NUSAP1        15   41589892   41683248    349      42  242909     -0.68526    5.6534e-05     -0.68531
OIP5          15   41591466   41659819    260      34  248054     -0.68129    5.6534e-05     -0.68135
NDUFAF1       15   41669547   41729658    223      38  257965     -0.26636    5.6534e-05     -0.26642
RTF1          15   41674302   41785761    403      48  249659     -0.44502    5.6534e-05     -0.44508
ITPKA         15   41751056   41805757    206      56  224085     0.091267    5.6534e-05      0.09121
LTK           15   41785840   41841085    289      41  242499   -0.0079784    5.6534e-05   -0.0080349
RPAP1         15   41799374   41871464    348      48  238460    -0.035229    5.6534e-05    -0.035286
TYRO3         15   41816220   41881536    324      50  244786    -0.063499    5.6534e-05    -0.063556
MGA           15   41878432   42072141    663      59  266404      -1.6004    5.6534e-05      -1.6005
MAPKBP1       15   42031632   42130053    365      62  238737      -1.3473    5.6534e-05      -1.3474
JMJD7         15   42085283   42139785    241      46  261287      -1.2828    5.6534e-05      -1.2829
PLA2G4B       15   42096011   42150346    287      40  268973      -1.3545    5.6534e-05      -1.3546
SPTBN5        15   42130344   42221275    505      63  275238      -1.4175    5.6534e-05      -1.4176
EHD4          15   42181638   42299755    570      89  272547     -0.91844    5.6534e-05      -0.9185
PLA2G4E       15   42263780   42377901    748      82  305289      0.12572    5.6534e-05      0.12567
PLA2G4D       15   42349881   42421752    479      48  315458     -0.30061    5.6534e-05     -0.30066
PLA2G4F       15   42423332   42483839    290      71  205365       1.7601    5.6534e-05         1.76
VPS39         15   42440899   42535524    426      45  180596       1.8995    5.6534e-05       1.8994
TMEM87A       15   42492726   42600797    554      40  146142       1.3603    5.6534e-05       1.3602
GANC          15   42531366   42656599    794      37  192654       1.1476    5.6534e-05       1.1476
CAPN3         15   42611545   42714515    650      41  207256       1.3821    5.6534e-05       1.3821
ZNF106        15   42695016   42818390    506      54  185687      0.41311    5.6534e-05      0.41305
SNAP23        15   42748442   42835259    350      46  187790    -0.049701    5.6534e-05    -0.049757
HAUS2         15   42806011   42872192    253      25  190082     -0.49859    5.6534e-05     -0.49864
LRRC57        15   42824720   42876002    189      31  191798     -0.38804    5.6534e-05      -0.3881
STARD9        15   42832857   43023196    686      70  175946        1.216    5.6534e-05        1.216
CDAN1         15   43005760   43064417    238      47  158457       2.2864    5.6534e-05       2.2863
TTBK2         15   43020928   43248037    742      79  158779       1.2467    5.6534e-05       1.2466
UBR1          15   43225095   43433286    618      75  171339      0.58525    5.6534e-05      0.58519
TMEM62        15   43390722   43487342    277      57  163195      0.17266    5.6534e-05       0.1726
CCNDBP1       15   43442466   43499375    147      39  132849    -0.015832    5.6534e-05    -0.015888
EPB42         15   43479425   43548323    228      41  143416      0.17912    5.6534e-05      0.17906
TGM5          15   43514793   43594055    283      41  182901      0.11787    5.6534e-05      0.11782
TGM7          15   43558479   43629453    250      49  199488     -0.28355    5.6534e-05     -0.28361
ADAL          15   43587872   43656096    258      31  246184     -0.86264    5.6534e-05      -0.8627
LCMT2         15   43609974   43657820    187      32  262099     -0.77737    5.6534e-05     -0.77743
TUBGCP4       15   43628257   43708258    278      31  258054     -0.85911    5.6534e-05     -0.85917
ZSCAN29       15   43640370   43698226    186      33  250009     -0.68324    5.6534e-05      -0.6833
TP53BP1       15   43685262   43837707    519      44  243862     -0.71539    5.6534e-05     -0.71544
MAP1A         15   43768165   43833818    205      50  198743     -0.36223    5.6534e-05     -0.36229
PPIP5K1       15   43815660   43917451    188      46  170101     -0.22193    5.6534e-05     -0.22199
CKMT1B        15   43850055   43901604     57      18  139508   -0.0020617    5.6534e-05   -0.0021182
STRC          15   43881685   44037286    343      49  130427     -0.45026    5.6534e-05     -0.45032
CATSPER2      15   43912772   43976039    143      34   61508     -0.26576    5.6534e-05     -0.26582
CKMT1A        15   43950084   44001420     53      29  164360     -0.26442    5.6534e-05     -0.26447
PDIA3         15   44003326   44074804    219      45  214037     -0.30058    5.6534e-05     -0.30064
SERF2         15   44034294   44098287    207      47  197147     -0.18601    5.6534e-05     -0.18607
ELL3          15   44054798   44104502    162      41  199050     -0.23712    5.6534e-05     -0.23718
HYPK          15   44057619   44104787    155      41  195309     -0.18308    5.6534e-05     -0.18314
SERINC4       15   44076372   44127295    171      42  185529    -0.032961    5.6534e-05    -0.033017
WDR76         15   44084112   44170617    285      41  183639     -0.24545    5.6534e-05     -0.24551
MFAP1         15   44086733   44151951    214      45  181156     -0.14693    5.6534e-05     -0.14699
FRMD5         15   44152962   44522429   1170      75  226487      -1.3453    5.6534e-05      -1.3454
GOLM2         15   44545909   44717959    485      38  206845     -0.80583    5.6534e-05     -0.80589
CTDSPL2       15   44684579   44829455    504      34  200965      -0.5521    5.6534e-05     -0.55216
EIF3J         15   44794266   44865001    268      33  165593    -0.092826    5.6534e-05    -0.092883
SPG11         15   44844894   44990876    471      66   93961     -0.36423    5.6534e-05     -0.36429
PATL2         15   44947930   45005894    152      56  101526       1.0353    5.6534e-05       1.0352
B2M           15   44968685   45020357    173      53  203543        1.358    5.6534e-05       1.3579
TRIM69        15   44993314   45070027    404      41  262735       1.5372    5.6534e-05       1.5371
TERB2         15   45213900   45281421    283      28  250086      0.91841    5.6534e-05      0.91835
SORD          15   45280302   45377287    410      60  214757       1.9077    5.6534e-05       1.9077
DUOXA2        15   45371523   45420304    187      35  255545       1.7266    5.6534e-05       1.7265
DUOX2         15   45374851   45441537    240      56  248495       1.0434    5.6534e-05       1.0433
DUOX1         15   45387192   45467776    305      56  261315     -0.40855    5.6534e-05     -0.40861
DUOXA1        15   45399564   45457075    220      59  259072     -0.72365    5.6534e-05     -0.72371
SHF           15   45449412   45528373    347      34  261672       -1.981    5.6534e-05       -1.981
SLC28A2       15   45509428   45578132    392      21  295517      -2.0673    5.6534e-05      -2.0673
GATM          15   45643322   45705980    232      22  268997      0.55055    5.6534e-05       0.5505
SPATA5L1      15   45659514   45723617    217      30  219799      0.13608    5.6534e-05      0.13602
C15orf48      15   45687727   45735647    229      25  123738     -0.70909    5.6534e-05     -0.70915
SLC30A4       15   45764676   45850005    255      39  138640     -0.73512    5.6534e-05     -0.73518
BLOC1S6       15   45844417   45911909    217      32  189308      0.18741    5.6534e-05      0.18735
SQOR          15   45888346   45993492    519      62  326268     0.075508    5.6534e-05     0.075451
SEMA6D        15   47441403   48076420   2935     129  288573    -0.065001    5.6534e-05    -0.065057
SLC24A5       15   48378169   48444926    125      27  114574     -0.95248    5.6534e-05     -0.95254
MYEF2         15   48421629   48505714    100      27   24711      -1.4564    5.6534e-05      -1.4565
CTXN2         15   48435546   48505951     83      26   17528      -1.4944    5.6534e-05      -1.4944
SLC12A1       15   48463498   48606275    428      45  172154       1.0143    5.6534e-05       1.0143
DUT           15   48588215   48645570    191      28  175823       1.4145    5.6534e-05       1.4144
FBN1          15   48690503   48972985   1105      53  184733      0.54551    5.6534e-05      0.54546
CEP152        15   49020135   49139092    399      64  247270      -1.3501    5.6534e-05      -1.3501
SHC4          15   49105934   49290641    701     109  268671       1.5407    5.6534e-05       1.5407
EID1          15   49135290   49182380    187      43  273423      -0.4573    5.6534e-05     -0.45735
SECISBP2L     15   49270835   49373760    339      45  277875        3.968    5.6534e-05        3.968
COPS2         15   49407471   49482854    321      39  283647       3.1163    5.6534e-05       3.1163
GALK2         15   49412974   49669955   1035      36  303625       2.3665    5.6534e-05       2.3664
FAM227B       15   49608822   49948128   1374      53  323371       1.6666    5.6534e-05       1.6665
FGF7          15   49680375   49789523    430      39  327203       1.4131    5.6534e-05       1.4131
DTWD1         15   49878226   49947333    274      29  295028    -0.047679    5.6534e-05    -0.047735
ATP8B4        15   50140435   50446419   1384     111  294878       2.6361    5.6534e-05        2.636
SLC27A2       15   50439393   50538589    557      49  322816    0.0012527    5.6534e-05    0.0011961
HDC           15   50524144   50593162    325      54  279372     -0.15116    5.6534e-05     -0.15121
GABPB1        15   50559389   50682605    474      45  276574      -1.0683    5.6534e-05      -1.0683
USP8          15   50681579   50803280    527      53  304858       1.5963    5.6534e-05       1.5962
USP50         15   50782759   50873902    379      34  335872       3.2775    5.6534e-05       3.2774
TRPM7         15   50839351   51014012    799      40  314616       2.8803    5.6534e-05       2.8803
SPPL2A        15   50989730   51092910    474      48  326791       3.7289    5.6534e-05       3.7288
AP4E1         15   51165780   51308097    524      35  309994       1.7907    5.6534e-05       1.7906
TNFAIP8L3     15   51338798   51432473    311      47  295097       1.2135    5.6534e-05       1.2135
CYP19A1       15   51490254   51665795    848      74  295252     -0.36965    5.6534e-05      -0.3697
GLDN          15   51598713   51710210    607      74  290858     -0.29189    5.6534e-05     -0.29195
DMXL2         15   51729921   51950030    827      42  272700      -1.2683    5.6534e-05      -1.2683
SCG3          15   51938550   52023223    354      56  255389     -0.38453    5.6534e-05     -0.38458
LYSMD2        15   52005261   52078650    428      38  235063     -0.13224    5.6534e-05      -0.1323
TMOD2         15   52008758   52118560    604      33  232161     -0.25172    5.6534e-05     -0.25177
TMOD3         15   52086825   52214335    633      35  218366     -0.95639    5.6534e-05     -0.95645
LEO1          15   52220222   52298995    356      46  186776     -0.77092    5.6534e-05     -0.77098
MAPK6         15   52261377   52368462    470      51  189580     -0.47453    5.6534e-05     -0.47459
BCL2L10       15   52391490   52439972    267      30  191989      -1.0143    5.6534e-05      -1.0143
GNB5          15   52403123   52518565    649      48  236793     -0.97384    5.6534e-05      -0.9739
MYO5C         15   52474515   52622995    702      96  246160      -1.5813    5.6534e-05      -1.5814
MYO5A         15   52589480   52856247   1362      41  235895     -0.16153    5.6534e-05     -0.16158
ARPP19        15   52829384   52896436    317      44  212090       0.6186    5.6534e-05      0.61854
FAM214A       15   52863518   53006569    554      52  214635      0.20517    5.6534e-05      0.20511
ONECUT1       15   53039160   53117209    390      76  208325      -1.2757    5.6534e-05      -1.2758
WDR72         15   53795938   54090075   1673      85  327996     -0.83245    5.6534e-05     -0.83251
UNC13C        15   54235557   54930806   4193     216  299241     -0.40951    5.6534e-05     -0.40956
RSL24D1       15   55463512   55524231    397      28  311937       1.7857    5.6534e-05       1.7857
RAB27A        15   55485164   55617034    725      81  289478       1.6328    5.6534e-05       1.6327
PIGB          15   55576133   55657906    383      44  309984    -0.021771    5.6534e-05    -0.021828
CCPG1         15   55637421   55735708    556      35  300944     -0.53637    5.6534e-05     -0.53643
C15orf65      15   55665723   55720910    318      27  310195     -0.36136    5.6534e-05     -0.36142
DNAAF4        15   55699953   55835432    846      74  268487     -0.45392    5.6534e-05     -0.45398
PYGO1         15   55826805   55916050    535      57  246764     -0.99274    5.6534e-05      -0.9928
PRTG          15   55893738   56070847    989      72  242730      -1.2468    5.6534e-05      -1.2468
NEDD4         15   56109120   56320835   1141      63  323446     -0.59878    5.6534e-05     -0.59883
RFX7          15   56369479   56570728    962      55  263128      0.98915    5.6534e-05      0.98909
TEX9          15   56501207   56749032   1322      56  254936     -0.10159    5.6534e-05     -0.10164
MNS1          15   56710929   56792335    410      66  225509      0.12177    5.6534e-05      0.12172
ZNF280D       15   56912374   57061279    525      47  260165      0.60326    5.6534e-05       0.6032
TCF12         15   57175833   57590716   1966      56  241050      0.84014    5.6534e-05      0.84009
CGNL1         15   57633703   57852925   1440     155  279798     -0.39432    5.6534e-05     -0.39437
MYZAP         15   57849102   57987562    938      74  317447       -2.148    5.6534e-05       -2.148
POLR2M        15   57963901   58019753    285      51  181053       -0.155    5.6534e-05     -0.15506
ALDH1A2       15   58235622   58393121    789      48  253855     -0.73407    5.6534e-05     -0.73413
AQP9          15   58395374   58488110    526      81  272519      -1.2046    5.6534e-05      -1.2047
LIPC          15   58667953   58871073   1304     180  267667    -0.073726    5.6534e-05    -0.073783
ADAM10        15   58877403   59077177    876      57  207856   -0.0082875    5.6534e-05    -0.008344
MINDY2        15   59028393   59159754    627      66  196334     0.097769    5.6534e-05     0.097712
SLTM          15   59161244   59261323    333      62  217015       1.2225    5.6534e-05       1.2224
RNF111        15   59244865   59399618    739      70  242720        2.015    5.6534e-05       2.0149
CCNB2         15   59362284   59427244    336      35  190933       1.6475    5.6534e-05       1.6475
MYO1E         15   59418168   59700071   1624     170  241055     -0.57632    5.6534e-05     -0.57638
LDHAL6B       15   59464015   59510787    321      44  266705      0.51581    5.6534e-05      0.51575
FAM81A        15   59695372   59825751    648      67  284026      -1.2248    5.6534e-05      -1.2248
GCNT3         15   59868982   59922210    347      65  251678       1.5367    5.6534e-05       1.5367
GTF2A2        15   59920261   59984737    395      30  292989      -0.3406    5.6534e-05     -0.34066
BNIP2         15   59941345   60016728    442      28  306078     -0.62531    5.6534e-05     -0.62536
FOXB1         15   60261421   60308142    205      52  206004     -0.73204    5.6534e-05     -0.73209
ANXA2         15   60629350   60725185    448      95  207023       0.1052    5.6534e-05      0.10515
ICE2          15   60701808   60806359    437      50  181749     -0.86554    5.6534e-05     -0.86559
RORA          15   60770483   61556502   3803     373  251634      0.23837    5.6534e-05      0.23831
VPS13C        15   62134588   62387664   1180      51  267715      0.45442    5.6534e-05      0.45437
C2CD4A        15   62324176   62373116    235      41  263846     0.040823    5.6534e-05     0.040767
C2CD4B        15   62445734   62493359    280      39  183622      -1.0387    5.6534e-05      -1.0387
TLN2          15   62647769   63146830   2600     234  236935      0.83495    5.6534e-05       0.8349
TPM1          15   63299838   63374114    429      58  303291       1.1656    5.6534e-05       1.1655
LACTB         15   63378999   63444260    373      34  294860     -0.52608    5.6534e-05     -0.52613
RPS27L        15   63435539   63484741    240      54  278616     -0.11918    5.6534e-05     -0.11924
RAB8B         15   63446728   63569975    519      62  257249      -1.2238    5.6534e-05      -1.2239
APH1B         15   63534749   63611325    306      54  260215     -0.83604    5.6534e-05      -0.8361
CA12          15   63605730   63709326    523      80  245054      -1.9579    5.6534e-05      -1.9579
USP3          15   63761710   63896839    613      70  274713       2.4122    5.6534e-05       2.4122
FBXL22        15   63854327   63904627    195      45  257004        2.727    5.6534e-05        2.727
HERC1         15   63890817   64161148   1151      58  285255        2.396    5.6534e-05       2.3959
DAPK2         15   64189235   64398614   1112      96  258206       1.9289    5.6534e-05       1.9288
SNX1          15   64351275   64446433    423      47  202052       1.9621    5.6534e-05        1.962
CIAO2A        15   64354761   64421207    280      38  212414       1.8027    5.6534e-05       1.8026
SNX22         15   64408899   64459680    217      47  202298       1.9029    5.6534e-05       1.9028
PPIB          15   64438014   64490354    213      52  173820       1.7924    5.6534e-05       1.7924
CSNK1G1       15   64447716   64700968    978      61  204716      0.59602    5.6534e-05      0.59597
TRIP4         15   64645003   64757502    410      61  201293      -0.4215    5.6534e-05     -0.42156
PCLAF         15   64647193   64714914    256      45  206733     -0.54848    5.6534e-05     -0.54854
ZNF609        15   64756619   64988267    918      54  214451      0.17908    5.6534e-05      0.17903
OAZ2          15   64969773   65030462    251      50  220530      0.45749    5.6534e-05      0.45743
RBPMS2        15   65022093   65102770    370      45  272754      0.23559    5.6534e-05      0.23553
PIF1          15   65097831   65152867    314      41  272619      0.33067    5.6534e-05      0.33061
PLEKHO2       15   65099082   65170201    389      44  271620      0.81001    5.6534e-05      0.80995
ANKDD1A       15   65169095   65261042    475      73  232498      0.53795    5.6534e-05      0.53789
SPG21         15   65245363   65317251    420      45  220049      0.35132    5.6534e-05      0.35127
MTFMT         15   65283850   65356977    424      77  191531   -0.0099697    5.6534e-05    -0.010026
SLC51B        15   65302708   65355734    298      60  189746     -0.22179    5.6534e-05     -0.22184
RASL12        15   65327919   65395707    355      56  157518       -1.132    5.6534e-05      -1.1321
KBTBD13       15   65334154   65382276    269      44  170041       -1.081    5.6534e-05      -1.0811
UBAP1L        15   65375108   65440985    255      45  130490      -1.4666    5.6534e-05      -1.4667
PDCD7         15   65399717   65461174    229      39  114462      -1.3322    5.6534e-05      -1.3323
CLPX          15   65432784   65512563    340      52  118974      -1.7373    5.6534e-05      -1.7374
CILP          15   65478337   65538840    264      47  186501      -1.3032    5.6534e-05      -1.3032
PARP16        15   65540436   65614212    383      46  240780     -0.87893    5.6534e-05     -0.87898
IGDCC3        15   65609465   65705378    437     115  239558      -0.2862    5.6534e-05     -0.28625
IGDCC4        15   65663825   65750410    356      70  249959     -0.69547    5.6534e-05     -0.69553
DPP8          15   65724805   65845040    492      52  251328       -1.295    5.6534e-05       -1.295
HACD3         15   65787804   65880693    380      38  239049       -1.229    5.6534e-05      -1.2291
INTS14        15   65861095   65938627    271      34  241020      -1.3246    5.6534e-05      -1.3247
SLC24A1       15   65868618   65963334    317      34  247435      -1.1271    5.6534e-05      -1.1272
DENND4A       15   65942954   66119631    580      42  257428      -1.8587    5.6534e-05      -1.8588
RAB11A        15   66126629   66194329    253      33  247795     -0.71784    5.6534e-05     -0.71789
MEGF11        15   66177634   66581075   2225     204  257255       2.1422    5.6534e-05       2.1421
DIS3L         15   66550633   66636236    387      56  288194      0.79327    5.6534e-05      0.79321
TIPIN         15   66619008   66714074    427      52  283969       0.1655    5.6534e-05      0.16544
MAP2K1        15   66644182   66793882    662      49  293962     0.099084    5.6534e-05     0.099027
ZWILCH        15   66762431   66851823    395      46  291902      0.54509    5.6534e-05      0.54503
SNAPC5        15   66772666   66825146    233      46  273822     0.095151    5.6534e-05     0.095094
RPL4          15   66781653   66851870    325      39  293425       0.7079    5.6534e-05      0.70784
LCTL          15   66829806   66893317    384      62  314943       1.6435    5.6534e-05       1.6434
SMAD6         15   66959674   67084338    658      92  242563      -0.6686    5.6534e-05     -0.66866
SMAD3         15   67323036   67497533    827     131  264462      -1.1219    5.6534e-05       -1.122
AAGAB         15   67483013   67582536    340      33  270429       1.4418    5.6534e-05       1.4418
IQCH          15   67512138   67804142    899      65  255974        1.171    5.6534e-05       1.1709
C15orf61      15   67778522   67829641    209      33  246250     -0.89458    5.6534e-05     -0.89464
MAP2K5        15   67800021   68109455   1266      58  263455      -1.0223    5.6534e-05      -1.0223
SKOR1         15   68077042   68136498    325      35  258900       -1.545    5.6534e-05       -1.545
PIAS1         15   68311572   68493797    681      54  159984     -0.87152    5.6534e-05     -0.87157
CALML4        15   68473043   68533448    243      37  185947     -0.30926    5.6534e-05     -0.30931
CLN6          15   68489330   68557081    281      28  167725     -0.47484    5.6534e-05      -0.4749
FEM1B         15   68535141   68593640    225      51  146300       0.1229    5.6534e-05      0.12285
ITGA11        15   68581128   68759502   1108     130  263770      -1.9833    5.6534e-05      -1.9833
CORO2B        15   68816614   69030145   1125     139  252964      -2.4993    5.6534e-05      -2.4994
ANP32A        15   69060874   69148261    381      67  175687     -0.10928    5.6534e-05     -0.10934
SPESP1        15   69187839   69249150    176      46  192301      0.17236    5.6534e-05       0.1723
NOX5          15   69187839   69359501    580      63  194922     -0.24805    5.6534e-05     -0.24811
GLCE          15   69417921   69574546    653      39  185873      0.29244    5.6534e-05      0.29238
PAQR5         15   69556294   69709976    814      65  191287     -0.11837    5.6534e-05     -0.11842
KIF23         15   69671585   69750766    303      47  143412      0.48694    5.6534e-05      0.48688
RPLP1         15   69710159   69757884    178      52  111449      0.48003    5.6534e-05      0.47998
TLE3          15   70330129   70425274    432     113  239427      -1.3058    5.6534e-05      -1.3059
UACA          15   70936893   71090932    592      74  247489      0.35258    5.6534e-05      0.35253
LRRC49        15   71110578   71352436    673      84  214729     -0.75503    5.6534e-05     -0.75509
LARP6         15   71113889   71181498    240      33  281636     -0.48215    5.6534e-05     -0.48221
THAP10        15   71163681   71219772    134      45  226510     -0.87832    5.6534e-05     -0.87838
THSD4         15   71372935   72085722   3743     282  264679      -1.2507    5.6534e-05      -1.2508
NR2E3         15   72067888   72120600    229      64  223977     -0.64844    5.6534e-05      -0.6485
MYO9A         15   72104632   72445440   1111      52  215424     -0.39082    5.6534e-05     -0.39088
SENP8         15   72371599   72443311    232      47  219051     -0.34561    5.6534e-05     -0.34567
GRAMD2A       15   72442147   72525136    300      50  195580      0.15416    5.6534e-05      0.15411
PKM           15   72481370   72558901    269      44  210338      0.16496    5.6534e-05       0.1649
PARP6         15   72523522   72599885    307      50  228629     -0.10479    5.6534e-05     -0.10485
CELF6         15   72567068   72647525    374      46  213036      0.69992    5.6534e-05      0.69987
HEXA          15   72625778   72704474    285      37  216856       1.0673    5.6534e-05       1.0672
TMEM202       15   72655668   72710708    174      33  211941        1.272    5.6534e-05       1.2719
ARIH1         15   72731667   72888904    477      69  178465       1.2414    5.6534e-05       1.2413
GOLGA6B       15   72912038   72969738     73      40  129893      0.74972    5.6534e-05      0.74966
BBS4          15   72943520   73040817    277      53  225618       -1.716    5.6534e-05      -1.7161
ADPGK         15   73033708   73111126    297      45  251498      -1.1216    5.6534e-05      -1.1217
NEO1          15   73309056   73607547   1192      66  253051     -0.58515    5.6534e-05      -0.5852
HCN4          15   73602200   73696605    437      83  250496      -1.8204    5.6534e-05      -1.8204
REC114        15   73700499   73862354    566      49  268078     0.018358    5.6534e-05     0.018301
NPTN          15   73842344   73960753    409      61  247805     -0.36628    5.6534e-05     -0.36633
CD276         15   73941560   74016859    332      54  270163      -1.5364    5.6534e-05      -1.5364
INSYN1        15   74017772   74080495    333      60  270063       -1.182    5.6534e-05       -1.182
TBC1D21       15   74130922   74191555    349      47  233069         0.39    5.6534e-05      0.38995
LOXL1         15   74183789   74254478    420      69  270528     -0.23857    5.6534e-05     -0.23863
PML           15   74252014   74350160    474      61  249299     -0.54542    5.6534e-05     -0.54547
STOML1        15   74265559   74321963    282      35  259227     -0.50561    5.6534e-05     -0.50566
GOLGA6A       15   74352198   74409891     71      46  103497      -1.8382    5.6534e-05      -1.8382
ISLR2         15   74385544   74439143    128      72  116822      -0.3763    5.6534e-05     -0.37636
ISLR          15   74431087   74479212    221      61  165824     -0.66187    5.6534e-05     -0.66193
STRA6         15   74461802   74537046    412      65  213239      -2.2655    5.6534e-05      -2.2655
CCDC33        15   74493630   74638813    818      99  218691      -1.3761    5.6534e-05      -1.3762
CYP11A1       15   74620103   74695081    389      56  220960      -1.2515    5.6534e-05      -1.2516
SEMA7A        15   74691630   74761299    339      55  229744     -0.55612    5.6534e-05     -0.55618
UBL7          15   74728318   74788545    271      27  228535      0.10985    5.6534e-05      0.10979
ARID3B        15   74798518   74900472    366      46  207814      0.11296    5.6534e-05      0.11291
CLK3          15   74863327   74932542    271      47  168417     -0.55784    5.6534e-05      -0.5579
EDC3          15   74912899   75023386    385      59  125492     -0.46829    5.6534e-05     -0.46834
CYP1A1        15   75001883   75052951    241      58  191845      0.37863    5.6534e-05      0.37857
CYP1A2        15   75006184   75058941    246      57  203641      0.58326    5.6534e-05       0.5832
CSK           15   75039425   75105539    337      44  204046      0.33958    5.6534e-05      0.33953
LMAN1L        15   75070194   75128099    283      38  191511      0.40252    5.6534e-05      0.40247
CPLX3         15   75083951   75134136    239      46  197353      0.88787    5.6534e-05      0.88781
ULK3          15   75118459   75170552    180      53  189574       1.9393    5.6534e-05       1.9392
SCAMP2        15   75127197   75200670    254      44  197531       1.5901    5.6534e-05         1.59
MPI           15   75147377   75200581    179      52  183692       1.0227    5.6534e-05       1.0226
FAM219B       15   75182328   75234462    193      44  213501       1.5728    5.6534e-05       1.5728
COX5A         15   75202616   75265495    244      53  219040       2.2995    5.6534e-05       2.2994
RPP25         15   75237443   75284775    188      52  215431       2.4944    5.6534e-05       2.4943
SCAMP5        15   75252876   75323836    336      45  244157       1.6079    5.6534e-05       1.6079
PPCDC         15   75280927   75353067    343      44  252917       1.6788    5.6534e-05       1.6788
C15orf39      15   75456219   75514510    266      43  128036      0.10897    5.6534e-05      0.10892
GOLGA6C       15   75515899   75575796    114      31   64535     -0.48623    5.6534e-05     -0.48628
GOLGA6D       15   75540182   75598148     89      50  103531      -0.5962    5.6534e-05     -0.59626
COMMD4        15   75593352   75644268    255      45  170082      0.66435    5.6534e-05       0.6643
NEIL1         15   75604331   75657592    233      49  161909       1.0973    5.6534e-05       1.0972
MAN2C1        15   75638133   75696455    158      52  176652       1.3923    5.6534e-05       1.3923
SIN3A         15   75651720   75783181    381      65  182082       1.0019    5.6534e-05       1.0019
PTPN9         15   75749462   75906625    499      65  203431      0.13698    5.6534e-05      0.13692
SNUPN         15   75880424   75953719    275      52  191432     -0.60575    5.6534e-05     -0.60581
SNX33         15   75906348   75960968    221      66  192936     -0.57184    5.6534e-05      -0.5719
IMP3          15   75921426   75976047    240      76  198740     -0.78694    5.6534e-05       -0.787
CSPG4         15   75956663   76040189    378      59  183821     -0.36303    5.6534e-05     -0.36309
ODF3L1        15   75981319   76030027    201      52  158116    -0.042217    5.6534e-05    -0.042274
UBE2Q2        15   76100622   76203388    324      53  263762       -1.366    5.6534e-05      -1.3661
FBXO22        15   76161200   76237609    260      27  242087     -0.69649    5.6534e-05     -0.69655
NRG4          15   76224314   76339785    478      38  244697      -1.0019    5.6534e-05      -1.0019
TMEM266       15   76317299   76507304    814     106  246872     -0.31274    5.6534e-05      -0.3128
ETFA          15   76498628   76638810    520      43  258255      -1.2186    5.6534e-05      -1.2186
ISL2          15   76594065   76644817    190      43  283795     -0.82149    5.6534e-05     -0.82155
SCAPER        15   76630526   77232796   2066      63  256908      -1.1529    5.6534e-05       -1.153
RCN2          15   77188962   77252601    223      64  237531     0.055767    5.6534e-05     0.055711
PSTPIP1       15   77252021   77339673    424      70  187230     -0.33569    5.6534e-05     -0.33574
TSPAN3        15   77326359   77398570    279      52  145121     -0.87509    5.6534e-05     -0.87515
PEAK1         15   77390498   77747446   1211      74  202790      -1.3259    5.6534e-05      -1.3259
HMG20A        15   77678018   77787945    386      55  211130     -0.78776    5.6534e-05     -0.78781
LINGO1        15   77895369   78023490    646      77  267756      -1.0863    5.6534e-05      -1.0864
TBC1D2B       15   78277327   78404994    672      75  291063      0.11775    5.6534e-05      0.11769
SH2D7         15   78349927   78406393    295      61  279867    0.0063122    5.6534e-05    0.0062556
CIB2          15   78386948   78458877    341      57  272605      -1.0707    5.6534e-05      -1.0707
IDH3A         15   78406698   78472884    290      49  271260      -0.8751    5.6534e-05     -0.87516
ACSBG1        15   78453187   78562049    550      90  288542       1.6423    5.6534e-05       1.6423
DNAJA4        15   78521487   78584538    343      56  295105       2.0917    5.6534e-05       2.0916
WDR61         15   78565575   78626977    283      57  250146      0.95113    5.6534e-05      0.95107
