Gene stable ID	Gene name	Gene % GC content	Gene type	HGNC symbol
ENSG00000141380	SS18	35.21	protein_coding	SS18
ENSG00000233209	HLA-DQB1	46.00	protein_coding	HLA-DQB1
ENSG00000234329	AL604028.2	50.13	processed_pseudogene	
ENSG00000104979	C19orf53	55.77	protein_coding	C19orf53
ENSG00000159592	GPBP1L1	41.19	protein_coding	GPBP1L1
ENSG00000110958	PTGES3	44.13	protein_coding	PTGES3
ENSG00000275777	IGKV3D-7	49.02	IG_V_gene	IGKV3D-7
ENSG00000229061	ATAT1	48.89	protein_coding	ATAT1
ENSG00000280768	AC145029.1	43.27	unprocessed_pseudogene	
ENSG00000271286	U73023.1	44.00	processed_pseudogene	
ENSG00000280572	IGKV1OR2-118	49.47	IG_V_pseudogene	IGKV1OR2-118
ENSG00000211890	IGHA2	60.69	IG_C_gene	IGHA2
ENSG00000279093	AP001362.1	44.35	TEC	
ENSG00000204923	FBXO48	40.06	protein_coding	FBXO48
ENSG00000260233	SSSCA1-AS1	55.66	lncRNA	SSSCA1-AS1
ENSG00000153207	AHCTF1	38.75	protein_coding	AHCTF1
ENSG00000233648	AC010095.1	42.36	processed_pseudogene	
ENSG00000261939	LARP7P2	35.20	processed_pseudogene	LARP7P2
ENSG00000276571	AC002550.2	34.77	lncRNA	
ENSG00000261312	AC002550.1	53.61	lncRNA	
ENSG00000197165	SULT1A2	55.74	protein_coding	SULT1A2
ENSG00000104419	NDRG1	50.32	protein_coding	NDRG1
ENSG00000225912	AL121871.1	43.12	processed_pseudogene	
ENSG00000103550	KNOP1	51.83	protein_coding	KNOP1
ENSG00000196979	GPRACR	54.43	lncRNA	GPRACR
ENSG00000280569	AC233263.4	68.75	processed_pseudogene	
ENSG00000233894	AC105271.1	31.65	lncRNA	
ENSG00000280491	AC233263.3	30.57	lncRNA	
ENSG00000254685	FPGT	34.35	protein_coding	FPGT
ENSG00000107130	NCS1	54.78	protein_coding	NCS1
ENSG00000250473	DUTP7	45.47	processed_pseudogene	DUTP7
ENSG00000109736	MFSD10	67.43	protein_coding	MFSD10
ENSG00000165912	PACSIN3	59.66	protein_coding	PACSIN3
ENSG00000167191	GPRC5B	51.08	protein_coding	GPRC5B
ENSG00000270718	AC084373.1	39.57	processed_pseudogene	
ENSG00000256223	ZNF10	40.03	protein_coding	ZNF10
ENSG00000163141	BNIPL	47.22	protein_coding	BNIPL
ENSG00000235677	NPM1P26	39.57	processed_pseudogene	NPM1P26
ENSG00000261071	AL441883.1	54.16	lncRNA	
ENSG00000197429	IPP	42.35	protein_coding	IPP
ENSG00000124523	SIRT5	42.70	protein_coding	SIRT5
ENSG00000077147	TM9SF3	37.03	protein_coding	TM9SF3
ENSG00000228369	TXNDC12-AS1	43.09	lncRNA	TXNDC12-AS1
ENSG00000117862	TXNDC12	43.03	protein_coding	TXNDC12
ENSG00000180263	FGD6	41.01	protein_coding	FGD6
ENSG00000109184	DCUN1D4	40.07	protein_coding	DCUN1D4
ENSG00000287299	AC012459.1	39.92	lncRNA	
ENSG00000280725	LINC00251	40.03	lncRNA	LINC00251
ENSG00000287393	AL591468.2	36.83	lncRNA	
ENSG00000226004	AL591468.1	42.03	lncRNA	
ENSG00000213873	PPIAP86	47.69	processed_pseudogene	PPIAP86
ENSG00000240684	CR753846.2	50.02	lncRNA	
ENSG00000173226	IQCB1	36.52	protein_coding	IQCB1
ENSG00000229922	LINC02528	40.75	lncRNA	LINC02528
ENSG00000162621	LRRC53	37.67	protein_coding	LRRC53
ENSG00000219463	RPSAP42	49.89	processed_pseudogene	RPSAP42
ENSG00000087088	BAX	53.57	protein_coding	BAX
ENSG00000172466	ZNF24	39.64	protein_coding	ZNF24
ENSG00000090470	PDCD7	45.71	protein_coding	PDCD7
ENSG00000240246	AC108751.2	51.08	processed_pseudogene	
ENSG00000241929	AC108751.3	46.36	processed_pseudogene	
ENSG00000112378	PERP	39.25	protein_coding	PERP
ENSG00000282502	FKBP1AP4	54.17	processed_pseudogene	FKBP1AP4
ENSG00000239408	AC108751.1	57.58	processed_pseudogene	
ENSG00000285445	TUSC2P2	50.77	processed_pseudogene	TUSC2P2
ENSG00000103544	VPS35L	45.10	protein_coding	VPS35L
ENSG00000237873	AL158053.1	32.67	processed_pseudogene	
ENSG00000148290	SURF1	53.97	protein_coding	SURF1
ENSG00000244503	AC108751.5	46.26	processed_pseudogene	
ENSG00000256825	AC026786.1	40.75	protein_coding	
ENSG00000198841	KTI12	55.33	protein_coding	KTI12
ENSG00000169903	TM4SF4	41.63	protein_coding	TM4SF4
ENSG00000255919	AC226150.1	61.80	processed_pseudogene	
ENSG00000285839	AL445685.3	42.74	protein_coding	
ENSG00000271237	HMGB1P50	42.30	processed_pseudogene	HMGB1P50
ENSG00000223390	AL445685.1	43.28	lncRNA	
ENSG00000236629	MTCO3P1	39.14	unprocessed_pseudogene	MTCO3P1
ENSG00000259191	AC027237.1	55.57	processed_pseudogene	
ENSG00000227059	ANHX	53.94	protein_coding	ANHX
ENSG00000259847	LINC02126	38.13	lncRNA	LINC02126
ENSG00000147548	NSD3	38.79	protein_coding	NSD3
ENSG00000254081	LINC01299	41.26	lncRNA	LINC01299
ENSG00000233926	AL591368.1	44.10	lncRNA	
ENSG00000169583	CLIC3	68.43	protein_coding	CLIC3
ENSG00000204403	CASP12	37.20	polymorphic_pseudogene	CASP12
ENSG00000249934	NCOA4P2	44.79	processed_pseudogene	NCOA4P2
ENSG00000260364	AC009055.1	39.45	lncRNA	
ENSG00000262831	AC145207.3	56.68	lncRNA	
ENSG00000272010	AC100814.1	27.45	lncRNA	
ENSG00000275185	AC130324.3	37.27	lncRNA	
ENSG00000261742	LINC00922	39.67	lncRNA	LINC00922
ENSG00000102547	CAB39L	38.37	protein_coding	CAB39L
ENSG00000172171	TEFM	41.95	protein_coding	TEFM
ENSG00000255072	PIGY	44.24	protein_coding	PIGY
ENSG00000148291	SURF2	59.58	protein_coding	SURF2
ENSG00000145337	PYURF	44.22	protein_coding	PYURF
ENSG00000250062	AC104827.1	35.79	lncRNA	
ENSG00000198003	CCDC151	52.68	protein_coding	CCDC151
ENSG00000138639	ARHGAP24	36.75	protein_coding	ARHGAP24
ENSG00000164651	SP8	54.30	protein_coding	SP8
ENSG00000182004	SNRPE	42.40	protein_coding	SNRPE
ENSG00000117560	FASLG	41.68	protein_coding	FASLG
ENSG00000260834	AC009055.2	39.87	lncRNA	
ENSG00000126266	FFAR1	57.68	protein_coding	FFAR1
ENSG00000184144	CNTN2	54.18	protein_coding	CNTN2
ENSG00000261818	AC092138.2	41.04	lncRNA	
ENSG00000237774	AC126615.1	48.10	processed_pseudogene	
ENSG00000219451	RPL23P8	49.77	processed_pseudogene	RPL23P8
ENSG00000260004	AC092138.1	42.64	lncRNA	
ENSG00000257121	AC126615.2	48.54	processed_pseudogene	
ENSG00000206404	LY6G5C	52.97	protein_coding	LY6G5C
ENSG00000185897	FFAR3	60.20	protein_coding	FFAR3
ENSG00000260695	AC022164.1	40.37	lncRNA	
ENSG00000137807	KIF23	39.36	protein_coding	KIF23
ENSG00000234839	RPS26P30	48.36	processed_pseudogene	RPS26P30
ENSG00000261234	AC025281.1	45.66	processed_pseudogene	
ENSG00000285592	AC080068.1	37.45	lncRNA	
ENSG00000235644	RPL10P5	53.52	processed_pseudogene	RPL10P5
ENSG00000223519	KIF28P	46.66	transcribed_unitary_pseudogene	KIF28P
ENSG00000232790	LINC01162	37.71	lncRNA	LINC01162
ENSG00000270159	AC018695.3	54.53	lncRNA	
ENSG00000270184	AC018695.4	50.06	lncRNA	
ENSG00000240632	SPATA31D5P	46.06	transcribed_unprocessed_pseudogene	SPATA31D5P
ENSG00000236430	KRT8P29	51.12	processed_pseudogene	KRT8P29
ENSG00000229785	SLC25A38P1	49.52	processed_pseudogene	SLC25A38P1
ENSG00000278665	AC020765.3	60.13	unprocessed_pseudogene	
ENSG00000131143	COX4I1	50.80	protein_coding	COX4I1
ENSG00000232917	HSPE1P6	40.89	processed_pseudogene	HSPE1P6
ENSG00000279061	Z98043.1	50.44	TEC	
ENSG00000262500	MAPK8IP1P1	60.81	processed_pseudogene	MAPK8IP1P1
ENSG00000235386	AC113174.1	63.81	unprocessed_pseudogene	
ENSG00000257603	AC010183.1	43.83	lncRNA	
ENSG00000237379	CBX1P3	45.31	processed_pseudogene	CBX1P3
ENSG00000278725	AC020765.4	53.76	unprocessed_pseudogene	
ENSG00000262539	AC005829.2	66.10	processed_pseudogene	
ENSG00000286383	AC096645.1	44.36	lncRNA	
ENSG00000126251	GPR42	59.93	protein_coding	GPR42
ENSG00000261575	AC005829.1	52.83	transcribed_unprocessed_pseudogene	
ENSG00000176754	LINC00303	48.01	lncRNA	LINC00303
ENSG00000143443	C1orf56	48.32	protein_coding	C1orf56
ENSG00000120337	TNFSF18	36.87	protein_coding	TNFSF18
ENSG00000173465	ZNRD2	61.24	protein_coding	ZNRD2
ENSG00000224228	AL031599.1	38.07	lncRNA	
ENSG00000286316	Z93020.1	34.89	lncRNA	
ENSG00000197622	CDC42SE1	46.96	protein_coding	CDC42SE1
ENSG00000227177	AIMP1P2	44.23	processed_pseudogene	AIMP1P2
ENSG00000267559	AL158154.3	43.02	lncRNA	
ENSG00000010017	RANBP9	37.08	protein_coding	RANBP9
ENSG00000224000	Z97198.1	40.00	lncRNA	
ENSG00000276931	AC009041.4	44.83	lncRNA	
ENSG00000275438	AL031008.1	56.56	lncRNA	
ENSG00000237770	SPATA31D2P	45.81	unprocessed_pseudogene	SPATA31D2P
ENSG00000276734	KIF5C	43.07	protein_coding	KIF5C
ENSG00000260022	AL031716.1	40.12	lncRNA	
ENSG00000189357	SPATA31D4	46.60	protein_coding	SPATA31D4
ENSG00000285812	AL390719.3	43.54	lncRNA	
ENSG00000257915	GLULP5	46.19	processed_pseudogene	GLULP5
ENSG00000257300	HAUS8P1	49.08	processed_pseudogene	HAUS8P1
ENSG00000257997	AC010183.2	42.42	lncRNA	
ENSG00000130175	PRKCSH	56.85	protein_coding	PRKCSH
ENSG00000131591	C1orf159	54.65	protein_coding	C1orf159
ENSG00000251017	AC093677.1	37.61	processed_pseudogene	
ENSG00000236775	AL512637.2	39.66	processed_pseudogene	
ENSG00000230846	AL158154.2	46.62	lncRNA	
ENSG00000257476	LINC02459	45.91	lncRNA	LINC02459
ENSG00000103227	LMF1	56.82	protein_coding	LMF1
ENSG00000277462	ZNF670	41.13	protein_coding	ZNF670
ENSG00000186788	SPATA31D3	46.40	protein_coding	SPATA31D3
ENSG00000230849	GOT2P2	49.64	processed_pseudogene	GOT2P2
ENSG00000226375	AL022310.1	39.12	lncRNA	
ENSG00000268222	EEF1A1P7	45.03	processed_pseudogene	EEF1A1P7
ENSG00000286572	AL592146.2	51.25	lncRNA	
ENSG00000215796	AL512637.1	39.48	processed_pseudogene	
ENSG00000143119	CD53	39.53	protein_coding	CD53
ENSG00000176973	FAM89B	64.22	protein_coding	FAM89B
ENSG00000283479	AC002511.3	55.25	transcribed_unprocessed_pseudogene	
ENSG00000117586	TNFSF4	39.89	protein_coding	TNFSF4
ENSG00000135747	ZNF670-ZNF695	42.20	protein_coding	ZNF670-ZNF695
ENSG00000205786	LINC01531	46.84	lncRNA	LINC01531
ENSG00000143842	SOX13	51.76	protein_coding	SOX13
ENSG00000176153	GPX2	47.98	protein_coding	GPX2
ENSG00000286888	AC006427.2	42.60	lncRNA	
ENSG00000213190	MLLT11	46.40	protein_coding	MLLT11
ENSG00000120158	RCL1	42.81	protein_coding	RCL1
ENSG00000232751	AL645568.3	43.67	processed_pseudogene	
ENSG00000225921	NOL7	38.68	protein_coding	NOL7
ENSG00000249506	ZEB2P1	41.83	transcribed_processed_pseudogene	ZEB2P1
ENSG00000197472	ZNF695	42.51	protein_coding	ZNF695
ENSG00000231615	AL645568.2	39.57	processed_pseudogene	
ENSG00000234528	SUMO2P1	45.42	processed_pseudogene	SUMO2P1
ENSG00000258289	CHURC1	41.09	protein_coding	CHURC1
ENSG00000211891	IGHE	65.48	IG_C_gene	IGHE
ENSG00000166823	MESP1	60.98	protein_coding	MESP1
ENSG00000131148	EMC8	48.89	protein_coding	EMC8
ENSG00000203739	AL645568.1	40.71	lncRNA	
ENSG00000257666	CBX3P5	37.62	processed_pseudogene	CBX3P5
ENSG00000234331	CR753846.1	38.20	lncRNA	
ENSG00000244331	AC008677.2	55.23	processed_pseudogene	
ENSG00000143458	GABPB2	44.85	protein_coding	GABPB2
ENSG00000261242	AL136038.3	47.72	lncRNA	
ENSG00000205767	AL136038.1	46.72	processed_pseudogene	
ENSG00000270878	AL136038.4	60.03	processed_pseudogene	
ENSG00000225308	ASS1P11	54.36	processed_pseudogene	ASS1P11
ENSG00000231596	HLA-DQB3	48.13	unprocessed_pseudogene	HLA-DQB3
ENSG00000117592	PRDX6	40.51	protein_coding	PRDX6
ENSG00000028203	VEZT	38.60	protein_coding	VEZT
ENSG00000228982	AL627095.1	61.56	unprocessed_pseudogene	
ENSG00000234520	AC018464.1	35.17	lncRNA	
ENSG00000243849	CFAP44-AS1	36.96	lncRNA	CFAP44-AS1
ENSG00000150433	TMEM218	41.01	protein_coding	TMEM218
ENSG00000174943	KCTD13	48.30	protein_coding	KCTD13
ENSG00000261654	AL360270.2	33.75	lncRNA	
ENSG00000188295	ZNF669	43.07	protein_coding	ZNF669
ENSG00000144857	BOC	47.04	protein_coding	BOC
ENSG00000233717	RPS29P29	50.67	processed_pseudogene	RPS29P29
ENSG00000259118	AL139022.1	41.71	lncRNA	
ENSG00000121931	LRIF1	36.39	protein_coding	LRIF1
ENSG00000278876	AC145207.9	45.85	TEC	
ENSG00000261168	AL592424.1	46.88	lncRNA	
ENSG00000248138	AC097515.1	40.21	lncRNA	
ENSG00000257365	FNTB	43.81	protein_coding	FNTB
ENSG00000287979	AC253572.2	49.77	lncRNA	
ENSG00000263353	PPIAL4A	46.52	protein_coding	PPIAL4A
ENSG00000169744	LDB2	40.20	protein_coding	LDB2
ENSG00000286747	AL627095.2	45.28	lncRNA	
ENSG00000273010	AL360270.3	54.60	lncRNA	
ENSG00000143845	ETNK2	52.56	protein_coding	ETNK2
ENSG00000221953	C1orf229	64.53	lncRNA	C1orf229
ENSG00000232811	AL360270.1	37.65	lncRNA	
ENSG00000089225	TBX5	45.85	protein_coding	TBX5
ENSG00000226164	FGFR3P6	59.02	processed_pseudogene	FGFR3P6
ENSG00000225672	CCNT2P1	39.43	processed_pseudogene	CCNT2P1
ENSG00000226067	LINC00623	42.08	lncRNA	LINC00623
ENSG00000196418	ZNF124	42.19	protein_coding	ZNF124
ENSG00000260064	AC092332.1	41.38	lncRNA	
ENSG00000166446	CDYL2	41.90	protein_coding	CDYL2
ENSG00000281741	AC241377.3	64.52	TEC	
ENSG00000259441	MRPL15P1	45.49	processed_pseudogene	MRPL15P1
ENSG00000275585	AC241377.2	43.66	transcribed_unprocessed_pseudogene	
ENSG00000285215	AC241377.4	41.83	transcribed_unprocessed_pseudogene	
ENSG00000188095	MESP2	51.43	protein_coding	MESP2
ENSG00000287855	AL023882.1	57.69	lncRNA	
ENSG00000275296	AC241377.1	48.03	processed_pseudogene	
ENSG00000260316	AL008727.1	60.90	lncRNA	
ENSG00000228165	AL158147.1	40.00	lncRNA	
ENSG00000233186	KLF4P1	60.08	processed_pseudogene	KLF4P1
ENSG00000260807	AC009041.2	64.43	lncRNA	
ENSG00000133874	RNF122	49.07	protein_coding	RNF122
ENSG00000174939	ASPHD1	50.19	protein_coding	ASPHD1
ENSG00000143434	SEMA6C	57.48	protein_coding	SEMA6C
ENSG00000085788	DDHD2	42.25	protein_coding	DDHD2
ENSG00000224014	AL390728.3	47.78	processed_pseudogene	
ENSG00000125952	MAX	44.69	protein_coding	MAX
ENSG00000215795	AL390728.2	54.79	processed_pseudogene	
ENSG00000259865	AL390728.6	27.85	lncRNA	
ENSG00000110619	CARS	52.02	protein_coding	CARS
ENSG00000141522	ARHGDIA	68.15	protein_coding	ARHGDIA
ENSG00000271779	AC009994.1	38.34	processed_pseudogene	
ENSG00000081041	CXCL2	47.61	protein_coding	CXCL2
ENSG00000226859	LINC02051	47.75	lncRNA	LINC02051
ENSG00000260439	LMF1-AS1	55.20	lncRNA	LMF1-AS1
ENSG00000108854	SMURF2	39.47	protein_coding	SMURF2
ENSG00000234548	LINC02020	40.25	lncRNA	LINC02020
ENSG00000227671	AL390728.4	40.91	transcribed_unprocessed_pseudogene	
ENSG00000109339	MAPK10	37.37	protein_coding	MAPK10
ENSG00000153201	RANBP2	39.01	protein_coding	RANBP2
ENSG00000260594	AC099313.1	39.22	lncRNA	
ENSG00000214144	AL390728.1	44.67	processed_pseudogene	
ENSG00000279269	AP003072.3	48.15	TEC	
ENSG00000233737	AP003072.1	35.86	processed_pseudogene	
ENSG00000261065	AL592146.1	58.12	lncRNA	
ENSG00000255233	AP003969.1	35.14	lncRNA	
ENSG00000163611	SPICE1	38.02	protein_coding	SPICE1
ENSG00000232347	AL390728.5	39.93	lncRNA	
ENSG00000230550	ERLNC1	51.77	lncRNA	ERLNC1
ENSG00000235818	VN1R17P	40.37	processed_pseudogene	VN1R17P
ENSG00000219622	AL451061.1	46.32	processed_pseudogene	
ENSG00000281283	MAPK8IP1P1	60.86	processed_pseudogene	MAPK8IP1P1
ENSG00000279684	AP003969.2	45.63	TEC	
ENSG00000281144	AC225613.1	53.08	transcribed_unprocessed_pseudogene	
ENSG00000197617	VN1R5	41.40	polymorphic_pseudogene	VN1R5
ENSG00000168490	PHYHIP	56.62	protein_coding	PHYHIP
ENSG00000133878	DUSP26	53.04	protein_coding	DUSP26
ENSG00000255399	TBX5-AS1	49.95	lncRNA	TBX5-AS1
ENSG00000285122	PIGY-DT	42.75	lncRNA	PIGY-DT
ENSG00000162714	ZNF496	48.34	protein_coding	ZNF496
ENSG00000177432	NAP1L5	42.88	protein_coding	NAP1L5
ENSG00000279789	AC120114.3	49.86	TEC	
ENSG00000004975	DVL2	55.13	protein_coding	DVL2
ENSG00000249755	AC083829.1	49.16	processed_pseudogene	
ENSG00000224406	LINC02052	42.41	lncRNA	LINC02052
ENSG00000138641	HERC3	39.04	protein_coding	HERC3
ENSG00000145088	EAF2	36.14	protein_coding	EAF2
ENSG00000240751	AC026348.1	39.89	processed_pseudogene	
ENSG00000213089	PDCL3P5	46.12	processed_pseudogene	PDCL3P5
ENSG00000120278	PLEKHG1	42.32	protein_coding	PLEKHG1
ENSG00000206530	CFAP44	38.49	protein_coding	CFAP44
ENSG00000286216	AC104335.1	47.94	lncRNA	
ENSG00000237156	PTMAP1	51.69	processed_pseudogene	PTMAP1
ENSG00000287116	AC104335.2	44.73	lncRNA	
ENSG00000178217	SH2D4B	45.00	protein_coding	SH2D4B
ENSG00000174628	IQCK	43.85	protein_coding	IQCK
ENSG00000238272	AL139142.1	38.40	lncRNA	
ENSG00000258890	CEP95	40.61	protein_coding	CEP95
ENSG00000183831	ANKRD45	39.61	protein_coding	ANKRD45
ENSG00000113273	ARSB	41.01	protein_coding	ARSB
ENSG00000226599	AL450344.2	41.95	lncRNA	
ENSG00000079150	FKBP7	37.58	protein_coding	FKBP7
ENSG00000287081	AC104656.1	36.04	lncRNA	
ENSG00000224029	AL450344.1	43.62	lncRNA	
ENSG00000176915	ANKLE2	50.97	protein_coding	ANKLE2
ENSG00000232891	AL450344.3	41.78	lncRNA	
ENSG00000157191	NECAP2	49.37	protein_coding	NECAP2
ENSG00000153234	NR4A2	45.15	protein_coding	NR4A2
ENSG00000162753	SLC9C2	38.59	protein_coding	SLC9C2
ENSG00000231082	LINC02655	43.75	lncRNA	LINC02655
ENSG00000188512	AF279873.1	42.49	processed_pseudogene	
ENSG00000233029	AC244453.2	43.86	lncRNA	
ENSG00000148357	HMCN2	54.64	protein_coding	HMCN2
ENSG00000279288	AC073346.2	37.76	TEC	
ENSG00000223345	HIST2H2BA	41.15	transcribed_unprocessed_pseudogene	HIST2H2BA
ENSG00000254194	AF279873.4	40.48	lncRNA	
ENSG00000233353	RPS7P9	43.69	processed_pseudogene	RPS7P9
ENSG00000234998	AC244453.3	41.71	lncRNA	
ENSG00000253642	AF279873.3	40.77	lncRNA	
ENSG00000162711	NLRP3	46.68	protein_coding	NLRP3
ENSG00000198019	FCGR1B	41.95	protein_coding	FCGR1B
ENSG00000233703	AC027673.1	45.38	processed_pseudogene	
ENSG00000287542	AC098582.1	39.24	protein_coding	
ENSG00000253569	VENTXP5	65.94	processed_pseudogene	VENTXP5
ENSG00000253684	BUD31P1	43.73	processed_pseudogene	BUD31P1
ENSG00000231060	FARSBP1	38.46	processed_pseudogene	FARSBP1
ENSG00000285943	AC112128.1	37.88	protein_coding	
ENSG00000240738	AF279873.2	46.91	processed_pseudogene	
ENSG00000288079	AC026329.1	45.73	lncRNA	
ENSG00000276551	AC008746.5	46.40	processed_pseudogene	
ENSG00000220937	HNRNPA1P41	47.77	processed_pseudogene	HNRNPA1P41
ENSG00000267898	AC026803.2	57.69	lncRNA	
ENSG00000186496	ZNF396	42.67	protein_coding	ZNF396
ENSG00000235505	CASP17P	36.08	transcribed_unprocessed_pseudogene	CASP17P
ENSG00000064419	TNPO3	39.80	protein_coding	TNPO3
ENSG00000254898	AC087362.1	38.57	lncRNA	
ENSG00000255487	AC087362.2	41.61	lncRNA	
ENSG00000164604	GPR85	38.41	protein_coding	GPR85
ENSG00000272092	AC087623.2	65.03	lncRNA	
ENSG00000144355	DLX1	55.73	protein_coding	DLX1
ENSG00000261195	AC027130.1	42.98	lncRNA	
ENSG00000232113	TEX50	33.46	protein_coding	TEX50
ENSG00000147535	PLPP5	45.35	protein_coding	PLPP5
ENSG00000285777	AL139142.2	39.27	protein_coding	
ENSG00000255830	AC069240.1	48.05	processed_pseudogene	
ENSG00000258244	OSTF1P1	45.65	processed_pseudogene	OSTF1P1
ENSG00000274570	SPDYE10P	48.54	transcribed_unprocessed_pseudogene	SPDYE10P
ENSG00000258254	AC010177.1	40.53	lncRNA	
ENSG00000239683	AC007998.1	50.30	processed_pseudogene	
ENSG00000275512	AC007998.4	36.64	lncRNA	
ENSG00000174384	PMS2P6	42.51	unprocessed_pseudogene	PMS2P6
ENSG00000222024	AC004945.1	55.65	processed_pseudogene	
ENSG00000285892	AC006043.1	36.91	lncRNA	
ENSG00000280958	AC004808.1	32.45	TEC	
ENSG00000278754	AL513423.1	47.73	processed_pseudogene	
ENSG00000282511	CLUHP10	53.65	unprocessed_pseudogene	CLUHP10
ENSG00000282885	AL627171.2	46.97	lncRNA	
ENSG00000247735	AC120114.1	47.76	lncRNA	
ENSG00000287609	AL589787.2	45.20	lncRNA	
ENSG00000234456	MAGI2-AS3	38.50	lncRNA	MAGI2-AS3
ENSG00000176681	LRRC37A	42.28	protein_coding	LRRC37A
ENSG00000227193	AC244453.1	42.93	lncRNA	
ENSG00000282912	AC108724.2	47.93	processed_pseudogene	
ENSG00000247077	PGAM5	55.09	protein_coding	PGAM5
ENSG00000235180	LINC00601	43.13	lncRNA	LINC00601
ENSG00000243422	RPL23AP49	43.87	transcribed_processed_pseudogene	RPL23AP49
ENSG00000268993	RPL22P6	40.72	processed_pseudogene	RPL22P6
ENSG00000278002	AL627171.1	43.81	lncRNA	
ENSG00000213244	HIST2H3DP1	66.83	unprocessed_pseudogene	HIST2H3DP1
ENSG00000241532	AGGF1P3	37.43	processed_pseudogene	AGGF1P3
ENSG00000281487	AC139677.4	47.98	processed_pseudogene	
ENSG00000236138	DUX4L26	68.13	processed_pseudogene	DUX4L26
ENSG00000281336	AC139677.3	57.04	processed_pseudogene	
ENSG00000172969	FRG2C	44.34	protein_coding	FRG2C
ENSG00000227209	WARS2P1	45.44	processed_pseudogene	WARS2P1
ENSG00000281922	AC139677.5	65.39	processed_pseudogene	
ENSG00000139998	RAB15	52.17	protein_coding	RAB15
ENSG00000281797	RDM1P2	42.77	unprocessed_pseudogene	RDM1P2
ENSG00000105122	RASAL3	57.15	protein_coding	RASAL3
ENSG00000267583	AC007998.3	43.31	lncRNA	
ENSG00000108654	DDX5	43.85	protein_coding	DDX5
ENSG00000287982	AC026765.4	52.08	lncRNA	
ENSG00000257817	AC026765.3	48.33	lncRNA	
ENSG00000241622	RARRES2P1	66.74	processed_pseudogene	RARRES2P1
ENSG00000153391	INO80C	42.29	protein_coding	INO80C
ENSG00000163738	MTHFD2L	36.15	protein_coding	MTHFD2L
ENSG00000174529	TMEM81	47.52	protein_coding	TMEM81
ENSG00000135111	TBX3	47.30	protein_coding	TBX3
ENSG00000163406	SLC15A2	39.94	protein_coding	SLC15A2
ENSG00000227082	LINC02798	36.97	lncRNA	LINC02798
ENSG00000112379	ARFGEF3	41.61	protein_coding	ARFGEF3
ENSG00000130561	SAG	48.72	protein_coding	SAG
ENSG00000230806	SRGAP2-AS1	43.40	lncRNA	SRGAP2-AS1
ENSG00000271580	AL583832.1	42.22	processed_pseudogene	
ENSG00000176894	PXMP2	52.41	protein_coding	PXMP2
ENSG00000117222	RBBP5	40.77	protein_coding	RBBP5
ENSG00000171943	SRGAP2C	41.92	protein_coding	SRGAP2C
ENSG00000196345	ZKSCAN7	45.82	protein_coding	ZKSCAN7
ENSG00000249673	NOP14-AS1	50.56	lncRNA	NOP14-AS1
ENSG00000122033	MTIF3	42.60	protein_coding	MTIF3
ENSG00000245059	AC092718.1	48.28	lncRNA	
ENSG00000261141	AC092718.5	45.29	lncRNA	
ENSG00000116095	PLEKHA3	37.26	protein_coding	PLEKHA3
ENSG00000166454	ATMIN	44.63	protein_coding	ATMIN
ENSG00000228696	ARL17B	43.65	protein_coding	ARL17B
ENSG00000262413	AC145207.2	65.14	lncRNA	
ENSG00000270698	AC018695.5	45.92	processed_pseudogene	
ENSG00000056558	TRAF1	49.95	protein_coding	TRAF1
ENSG00000214259	AC018695.1	51.66	processed_pseudogene	
ENSG00000087269	NOP14	50.02	protein_coding	NOP14
ENSG00000272158	AL139022.2	37.25	lncRNA	
ENSG00000256632	AC135586.2	51.62	lncRNA	
ENSG00000213362	FTH1P12	49.55	processed_pseudogene	FTH1P12
ENSG00000256108	AC135586.1	55.92	processed_pseudogene	
ENSG00000125954	CHURC1-FNTB	44.95	protein_coding	CHURC1-FNTB
ENSG00000260213	AC092718.2	42.05	lncRNA	
ENSG00000076321	KLHL20	38.33	protein_coding	KLHL20
ENSG00000166455	C16orf46	43.50	protein_coding	C16orf46
ENSG00000279074	AC007998.5	44.73	TEC	
ENSG00000285632	AC084024.4	46.25	lncRNA	
ENSG00000267140	AC007998.2	42.66	protein_coding	
ENSG00000254440	PBOV1	38.19	protein_coding	PBOV1
ENSG00000266835	GAPLINC	45.64	lncRNA	GAPLINC
ENSG00000266179	AC025627.3	49.38	processed_pseudogene	
ENSG00000145293	ENOPH1	43.12	protein_coding	ENOPH1
ENSG00000122034	GTF3A	44.69	protein_coding	GTF3A
ENSG00000234210	AC006372.3	51.79	lncRNA	
ENSG00000188610	FAM72B	41.53	protein_coding	FAM72B
ENSG00000228498	HLA-Z	53.33	unprocessed_pseudogene	HLA-Z
ENSG00000236108	AC093422.3	39.67	processed_pseudogene	
ENSG00000225438	KRT41P	49.75	unprocessed_pseudogene	KRT41P
ENSG00000108417	KRT37	51.40	protein_coding	KRT37
ENSG00000232450	AL133517.1	54.14	transcribed_processed_pseudogene	
ENSG00000286221	AC009070.1	41.43	protein_coding	
ENSG00000269559	AC093677.2	47.29	lncRNA	
ENSG00000104442	ARMC1	42.61	protein_coding	ARMC1
ENSG00000116793	PHTF1	39.10	protein_coding	PHTF1
ENSG00000234859	AC003958.2	47.68	lncRNA	
ENSG00000198924	DCLRE1A	36.75	protein_coding	DCLRE1A
ENSG00000284512	AC092718.8	43.53	protein_coding	
ENSG00000225591	BX248409.1	47.45	processed_pseudogene	
